,CLASS,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10
,FIN,0.01,0.0074,-0.0057,0.0001,0.0702,0.0212,0.002,-0.0289,-0.0416,0.0194
,FIN,0.0102,0.0081,-0.0055,-0.0016,0.0727,0.0178,0.0016,-0.0263,-0.0187,0.0363
,FIN,0.01,0.0072,-0.0051,-0.0012,0.076,0.0224,0.0047,-0.0277,-0.0282,0.0338
,FIN,0.01,0.0079,-0.006,-0.0011,0.0651,0.0229,0.0016,-0.0274,-0.04,-0.0064
,FIN,0.0102,0.0067,-0.0057,0.0001,0.0704,0.0243,0.0044,-0.0328,-0.0478,0.0148
,FIN,0.0102,0.0074,-0.0056,-0.0014,0.0843,0.0261,0.0005,-0.0285,-0.0664,0.0017
,FIN,0.0098,0.0075,-0.0062,-0.0002,0.0849,0.0212,-0.0037,-0.0367,-0.0713,0.0006
,FIN,0.0105,0.0061,-0.0062,-0.001,0.0876,0.0268,-0.0006,-0.0333,-0.0543,0.0108
,FIN,0.0102,0.0076,-0.0063,-0.0005,0.0773,0.0185,0.0061,-0.031,-0.041,0.0049
,FIN,0.0102,0.0072,-0.005,-0.0011,0.0743,0.0208,-0.0014,-0.0362,-0.0293,0.0373
,FIN,0.0103,0.0081,-0.0054,0,0.0707,0.0201,0.0014,-0.0256,-0.0361,0.0393
,FIN,0.0103,0.0083,-0.0043,-0.0012,0.064,0.0176,-0.0021,-0.0237,-0.0363,0.0419
,FIN,0.0099,0.0077,-0.0065,-0.0015,0.0683,0.0185,0.0014,-0.025,-0.0295,0.0048
,FIN,0.0101,0.0083,-0.006,-0.0004,0.0678,0.0175,0.0002,-0.0226,-0.0169,0.0271
,FIN,0.01,0.0074,-0.0047,-0.0008,0.065,0.0195,0.0023,-0.0176,-0.0296,0.0184
,FIN,0.0101,0.0089,-0.0063,-0.0005,0.0676,0.0199,-0.0001,-0.0229,-0.0383,0.0114
,FIN,0.0102,0.0079,-0.0064,-0.0017,0.0712,0.0204,0.0014,-0.0259,-0.0291,0.0324
,FIN,0.01,0.0073,-0.0046,-0.0012,0.0756,0.015,0.0037,-0.0339,-0.0495,0.0091
,FIN,0.0102,0.009,-0.0064,-0.0024,0.0627,0.0159,0.0016,-0.0212,-0.0362,-0.0164
,FIN,0.0098,0.0081,-0.0057,-0.0026,0.0752,0.0238,0.0003,-0.0262,-0.0303,0.0402
,FIN,0.0102,0.007,-0.0051,-0.0022,0.0697,0.0191,0.0011,-0.0208,-0.0335,0.0069
,FIN,0.0094,0.008,-0.0029,-0.0012,0.0476,0.0125,0.0028,-0.0212,-0.0453,-0.0083
,FIN,0.0102,0.0069,-0.0057,-0.0017,0.0823,0.0219,0.0046,-0.031,-0.0491,0.0197
,FIN,0.0098,0.0077,-0.0062,-0.0014,0.0792,0.0218,0.0025,-0.0313,-0.0439,0.0231
,FIN,0.0103,0.0091,-0.0041,-0.0034,0.0468,0.0121,0.0034,-0.0072,-0.0222,-0.0228
,FIN,0.0101,0.0076,-0.0058,-0.0017,0.0751,0.0194,-0.0024,-0.0267,-0.0268,0.0415
,FIN,0.0102,0.008,-0.0063,-0.0003,0.0652,0.0214,0.0014,-0.0272,-0.0361,0.0118
,FIN,0.0101,0.007,-0.005,-0.0021,0.0816,0.0209,-0.0004,-0.0195,-0.0524,-0.0074
,FIN,0.0101,0.0097,-0.0061,-0.0027,0.0491,0.0155,0.0022,-0.0105,-0.0101,0.0067
,FIN,0.0099,0.0078,-0.0063,-0.0012,0.0768,0.0204,0.0034,-0.029,-0.0524,0.0157
,FIN,0.0103,0.0076,-0.0054,-0.0023,0.0728,0.0254,0.0017,-0.0328,-0.0512,-0.0029
,FIN,0.0106,0.0085,-0.0052,-0.0012,0.0653,0.0152,0.0017,-0.0169,-0.0463,-0.0168
,FIN,0.01,0.0082,-0.0064,-0.0009,0.0748,0.0192,0.0018,-0.0254,-0.0336,0.0102
,FIN,0.0105,0.0081,-0.0054,-0.0014,0.0691,0.0179,0.0038,-0.0313,-0.0359,0.0373
,FIN,0.0099,0.007,-0.0063,0.0003,0.0921,0.0291,-0.0037,-0.0414,-0.0593,0.0374
,FIN,0.01,0.0084,-0.0039,-0.002,0.0695,0.0224,-0.0016,-0.0215,-0.0523,-0.0181
,FIN,0.0101,0.0065,-0.0049,-0.0004,0.0882,0.0211,0.0001,-0.0374,-0.0488,0.0478
,FIN,0.0098,0.0076,-0.0049,-0.0009,0.0726,0.0209,0.0008,-0.0176,-0.0203,0.0031
,FIN,0.0102,0.0074,-0.0067,-0.0012,0.0741,0.0209,-0.0037,-0.0247,-0.042,0.0252
,FIN,0.0099,0.007,-0.0049,-0.0007,0.083,0.0227,0.0017,-0.0345,-0.0618,0.0092
,FIN,0.0098,0.0071,-0.0042,0.0005,0.0726,0.0238,0.0035,-0.029,-0.0464,0.0133
,FIN,0.0101,0.007,-0.0064,-0.0006,0.0686,0.018,0.0022,-0.0256,-0.0498,-0.0064
,FIN,0.0099,0.0067,-0.0055,0,0.0928,0.0283,0.0029,-0.0429,-0.0664,0.0081
,FIN,0.0102,0.0071,-0.0046,-0.0002,0.0787,0.0273,-0.0003,-0.0336,-0.0478,0.0343
,FIN,0.01,0.0073,-0.0044,-0.0017,0.0708,0.0212,-0.0004,-0.022,-0.0324,0.0315
,FIN,0.0107,0.008,-0.0046,-0.0015,0.0723,0.0189,0.0018,-0.0208,-0.0388,0.0157
,FIN,0.0103,0.0062,-0.0055,0.0008,0.0803,0.023,0.0006,-0.0302,-0.0633,-0.0049
,FIN,0.01,0.0078,-0.0057,-0.0016,0.0757,0.0232,0.0002,-0.0374,-0.0509,0.0195
,FIN,0.0105,0.0087,-0.0047,-0.0017,0.0657,0.0146,0.0019,-0.023,-0.0203,0.0328
,FIN,0.0102,0.0075,-0.006,-0.0015,0.0785,0.0233,-0.0008,-0.0266,-0.0435,0.0072
,FIN,0.0101,0.0077,-0.0037,-0.0006,0.073,0.0232,-0.0012,-0.0304,-0.0468,-0.0061
,FIN,0.0098,0.0095,-0.0052,-0.0026,0.0573,0.0176,0.0015,-0.0096,-0.0186,-0.0161
,FIN,0.0108,0.0083,-0.0053,-0.0025,0.073,0.0233,0.0002,-0.0276,-0.0323,0.0425
,FIN,0.0096,0.0072,-0.0053,-0.0008,0.0843,0.0217,-0.0013,-0.0296,-0.0544,0.0153
,FIN,0.0099,0.0073,-0.006,-0.0018,0.0848,0.023,0.0014,-0.0389,-0.0592,0.0313
,FIN,0.0106,0.0077,-0.0055,-0.0016,0.0725,0.0222,0.0002,-0.0344,-0.0454,0.0099
,PUR,0.0052,0.0059,-0.0075,0.0108,-0.0217,-0.0096,-0.0084,-0.0148,-0.0365,-0.0139
,PUR,0.0003,0.0033,-0.0064,0.0176,-0.0226,-0.0087,-0.002,-0.0214,-0.0302,0.0079
,PUR,0.0055,0.0065,-0.0047,0.0087,-0.0201,-0.0107,0.005,-0.0087,-0.0301,-0.0077
,PUR,0.0021,0.005,-0.0063,0.0088,-0.0169,-0.0058,-0.0031,-0.0121,-0.0377,0.0011
,PUR,0.0011,0.0053,-0.0066,0.0122,-0.0199,-0.0094,-0.0057,-0.0089,-0.0347,-0.0107
,PUR,0.0059,0.0067,-0.0057,0.0059,-0.0238,-0.0091,-0.004,-0.0163,-0.0338,0.0085
,PUR,0.005,0.0048,-0.0057,0.0135,-0.0206,-0.0123,-0.0045,-0.0132,-0.0487,-0.0225
,PUR,0.008,0.0081,-0.0069,0.0038,-0.0224,-0.0093,-0.0008,-0.0129,-0.037,-0.0188
,PUR,0.0064,0.0055,-0.0069,0.008,-0.026,-0.0077,-0.0043,-0.0176,-0.031,-0.0012
,PUR,0.0039,0.0037,-0.0086,0.017,-0.0186,-0.0041,-0.0017,-0.011,-0.0487,0.0069
,PUR,0.0065,0.0074,-0.0072,0.007,-0.0157,-0.0049,-0.0017,-0.0143,-0.0185,0.0083
,PUR,0.0055,0.0078,-0.0085,0.0073,-0.0142,-0.0055,-0.0024,-0.0116,-0.0178,0.0139
,PUR,0.0073,0.0091,-0.0059,0.0026,-0.0024,-0.0008,-0.001,-0.001,-0.0024,-0.0026
,PUR,0.0033,0.0053,-0.0079,0.0117,-0.0217,-0.0056,0.001,-0.0126,-0.0313,0.0062
,PUR,0.0063,0.0097,-0.0064,0.0021,-0.026,-0.0094,-0.0049,-0.0031,-0.0315,0.0104
,PUR,0.0041,0.0029,-0.0089,0.0189,-0.0174,-0.0064,-0.0035,-0.0129,-0.0217,0.0302
,PUR,0.0054,0.0073,-0.0066,0.0059,-0.0153,-0.0024,0.001,-0.0034,-0.0066,0.0226
,PUR,0.0042,0.0061,-0.0057,0.0114,-0.0175,-0.0076,0,-0.0185,-0.0261,0.0121
,PUR,-0.0015,0.0051,-0.0076,0.0105,-0.0162,-0.0012,-0.0032,-0.0068,-0.0241,0.0017
,PUR,-0.0012,0.0036,-0.0069,0.0167,-0.0132,-0.0039,-0.0044,-0.0101,-0.0335,-0.0207
,PUR,-0.001,0.0033,-0.0072,0.0156,-0.0164,-0.0052,-0.0015,-0.0103,-0.0232,-0.0017
,PUR,0.0058,0.0053,-0.0074,0.0129,-0.0192,-0.0123,-0.0002,-0.0189,-0.0319,0.0147
,PUR,0.0032,0.007,-0.0064,0.0074,-0.0153,-0.0095,-0.0028,-0.0189,-0.0308,0.0115
,PUR,0.0033,0.0047,-0.0069,0.0126,-0.0137,-0.0036,-0.0058,-0.014,-0.0348,-0.0073
,PUR,0.005,0.0067,-0.0076,0.0074,-0.0174,-0.0072,0.0004,-0.0077,-0.0308,0.0076
,PUR,0.0057,0.0063,-0.0084,0.0112,-0.0235,-0.0122,-0.002,-0.0149,-0.0506,-0.0152
,PUR,-0.0072,0.0043,-0.0064,0.0108,-0.016,-0.0026,-0.0023,-0.0047,-0.0248,-0.0091
,PUR,0.001,0.0061,-0.0056,0.0076,-0.0225,-0.0071,0.0013,-0.0119,-0.017,0.0328
,PUR,0.0057,0.0065,-0.0087,0.0096,-0.016,-0.0068,-0.0004,-0.018,-0.039,-0.0043
,PUR,0.0049,0.006,-0.0076,0.0103,-0.0239,-0.006,0.0012,-0.0165,-0.0187,0.0231
,PUR,0.0047,0.0057,-0.0062,0.0136,-0.0202,-0.0068,0,-0.016,-0.0117,0.0343
,PUR,0.0062,0.0059,-0.0068,0.0127,-0.0201,-0.0087,-0.0013,-0.0146,-0.0229,0.0068
,PUR,0.0049,0.0063,-0.007,0.0118,-0.0303,-0.0067,-0.0059,-0.0242,-0.0313,0.0293
,PUR,0.0051,0.0056,-0.0078,0.0121,-0.0223,-0.0061,-0.0025,-0.0227,-0.0301,0.0279
,PUR,0.0053,0.009,-0.0052,0,-0.0168,-0.0064,-0.0013,-0.0009,-0.0207,-0.0195
,PUR,-0.0004,0.0029,-0.0074,0.0148,-0.0106,-0.0081,-0.0074,-0.0148,-0.01,0.0187
,PUR,0.0011,0.0051,-0.0052,0.01,-0.0189,-0.0054,0.0023,-0.0168,-0.016,0.021
,PUR,0.0046,0.0034,-0.0081,0.0198,-0.0221,-0.0054,-0.0023,-0.0156,-0.0291,0.0318
,PUR,-0.0006,0.0047,-0.0072,0.0133,-0.0174,-0.0046,-0.0063,-0.0093,-0.0351,0.0044
,PUR,0.0041,0.0056,-0.008,0.0133,-0.0192,-0.0065,-0.0009,-0.0071,-0.0383,-0.0127
,PUR,0.0034,0.0056,-0.0065,0.0071,-0.0155,-0.0054,-0.0011,-0.0182,-0.0196,0.0108
,PUR,0.0026,0.0036,-0.0069,0.0159,-0.016,-0.0057,0.0036,-0.0123,-0.0335,0.0088
,PUR,0.0008,0.0063,-0.0063,0.008,-0.0154,-0.0018,0.0009,-0.0128,-0.0292,-0.0019
,PUR,0.0019,0.0053,-0.0062,0.0108,-0.0174,-0.0053,0.0001,-0.0081,-0.0179,0.0088
,PUR,-0.0022,0.0052,-0.0053,0.0105,-0.0148,-0.0037,-0.0045,-0.0089,-0.0029,0.0248
,PUR,0.0029,0.0061,-0.0069,0.0089,-0.0206,-0.005,-0.0012,-0.0147,-0.0269,0.0026
,PUR,0.0041,0.0063,-0.0062,0.0097,-0.0188,-0.0061,0.0013,-0.0077,-0.0244,0.0105
,PUR,0.0048,0.0051,-0.0083,0.0123,-0.018,-0.0054,-0.0092,-0.0129,-0.038,0.0092
,PUR,0.0044,0.006,-0.0077,0.0108,-0.0215,-0.0063,-0.003,-0.0121,-0.0232,0.0203
,PUR,0.002,0.0044,-0.0083,0.0142,-0.0234,-0.0088,0.002,-0.0131,-0.0295,-0.0039
,PUR,0.0014,0.0062,-0.0066,0.0107,-0.0143,-0.0037,-0.0029,-0.0175,-0.0199,0.0157
,PUR,0.0049,0.006,-0.0069,0.008,-0.0234,-0.0044,0.0002,-0.0079,-0.0303,-0.0174
,PUR,0.0057,0.0082,-0.0054,0.0049,-0.0154,-0.0084,-0.0034,-0.0099,-0.0297,-0.0159
,PUR,-0.0014,0.0065,-0.007,0.0083,-0.0215,-0.0042,0.0037,-0.0123,-0.0394,-0.0187
,PUR,-0.0195,0.0053,-0.0044,0.0057,-0.001,-0.0013,-0.0068,0.0038,-0.0071,0.0015
,PUR,0.0031,0.0052,-0.007,0.0117,-0.0148,-0.0058,-0.0031,-0.0107,-0.0255,0.0049
,PUR,0.0039,0.0055,-0.0085,0.0108,-0.0145,-0.0059,-0.0058,-0.0116,-0.0223,0.0066
,PUR,0.0007,0.0046,-0.0081,0.0132,-0.0182,-0.0053,-0.0036,-0.0156,-0.0373,-0.0105
,PUR,0.0043,0.0049,-0.0062,0.0135,-0.0191,-0.0072,0.001,-0.0224,-0.027,0.0159
,PUR,0.0044,0.0072,-0.0063,0.0095,-0.0249,-0.0054,-0.0011,-0.0166,-0.0277,0.0036
,PUR,-0.0017,0.0049,-0.0069,0.0113,-0.0115,-0.0032,-0.0029,-0.0057,-0.0211,-0.0009
,PUR,0.0078,0.0089,-0.0031,0.0023,-0.0276,-0.0103,-0.0022,-0.018,-0.0326,0.0168
,PUR,0.0033,0.0046,-0.0071,0.0131,-0.0162,-0.0023,-0.0038,-0.0179,-0.0321,0.0165
,PUR,0.0004,0.0048,-0.0061,0.0122,-0.0128,-0.0057,0.0013,-0.0128,-0.0381,-0.0236
,PUR,0.0058,0.0087,-0.006,0.0007,-0.0266,-0.0067,-0.0019,-0.0073,-0.0282,0.0137
,PUR,0.0065,0.0067,-0.0069,0.008,-0.0198,-0.0082,-0.0022,-0.0105,-0.0398,0.0098
,PUR,0.0046,0.0044,-0.007,0.0127,-0.0135,-0.0034,-0.0026,-0.0114,-0.0333,0.0036
,PUR,0.0057,0.0036,-0.008,0.0154,-0.0186,-0.0064,0.0006,-0.0065,-0.0122,0.0144
,PUR,0.0028,0.0049,-0.0066,0.0123,-0.0156,-0.0061,-0.0098,-0.0161,-0.0379,-0.0224
,PUR,0.0028,0.0046,-0.0084,0.0136,-0.0174,-0.0079,-0.0067,-0.0126,-0.0281,0.0091
,PUR,0.0006,0.001,-0.0098,0.0224,-0.0135,-0.0076,-0.004,-0.016,-0.0157,0.0246
,PUR,-0.0016,0.0018,-0.0068,0.0183,-0.0149,-0.0102,-0.0035,-0.0153,-0.0436,-0.0201
,PUR,0.0014,0.0022,-0.0079,0.0199,-0.0118,0.0004,-0.0037,-0.017,-0.0287,0.025
,PUR,0.0043,0.0039,-0.0077,0.0177,-0.0184,-0.0036,-0.0059,-0.0097,-0.0348,-0.0028
,PUR,0.0063,0.0058,-0.0077,0.0122,-0.0203,-0.0046,-0.0051,-0.0093,-0.0292,0.006
,PUR,0.0003,0.0052,-0.0077,0.0118,-0.0188,-0.0088,-0.0093,-0.0161,-0.0316,0.002
,PUR,0.007,0.0079,-0.0055,0.0052,-0.0184,-0.0128,-0.0011,-0.0071,-0.0087,0.0091
,PUR,0.0042,0.0054,-0.0054,0.0081,-0.021,-0.0084,-0.0085,-0.0051,-0.0206,0.0194
,PUR,0.0036,0.0064,-0.0069,0.0089,-0.0178,-0.0042,-0.0056,-0.0135,-0.0445,-0.0191
,PUR,-0.0225,0.0043,-0.0044,0.0059,-0.0025,0.0006,0.0073,0.0067,-0.0125,-0.0113
,PUR,-0.0142,0.006,-0.0021,0.0041,-0.0059,0.0004,0.0067,-0.0067,-0.0159,-0.0082
,PUR,-0.0005,0.0036,-0.0075,0.0144,-0.0121,-0.0064,0.0006,-0.0129,-0.0323,-0.0062
,PUR,0.0037,0.0065,-0.0045,0.0075,-0.0251,-0.0047,-0.006,-0.0167,-0.0222,0.025
,PUR,-0.0016,0.0049,-0.0066,0.0113,-0.0165,-0.0082,0,-0.0056,-0.0227,0.0112
,PUR,0.0035,0.0038,-0.0066,0.016,-0.023,-0.0062,-0.002,-0.0107,-0.043,-0.0206
,PUR,0.0034,0.0032,-0.0062,0.0139,-0.0158,-0.006,-0.0123,-0.0174,-0.0411,0.0064
,PUR,0.0013,0.0043,-0.0079,0.0139,-0.0122,-0.0069,-0.0009,-0.0162,-0.0351,0.0043
,PUR,-0.002,0.0043,-0.006,0.0133,-0.015,-0.0052,-0.0025,-0.0164,-0.0451,-0.0132
,PUR,0.0047,0.0072,-0.0063,0.0035,-0.018,-0.0053,0.0013,-0.0157,-0.0209,0.0164
,PUR,0.0034,0.0063,-0.0059,0.0083,-0.0167,-0.0076,0.0012,-0.0079,-0.0186,0.0025
,PUR,0.0039,0.0048,-0.0082,0.0131,-0.0206,-0.006,-0.001,-0.0106,-0.0308,0.0235
,PUR,0.0029,0.0073,-0.0069,0.0057,-0.0196,-0.0075,-0.0015,-0.0082,-0.0394,-0.0227
,PUR,0.0042,0.0048,-0.0095,0.0145,-0.0204,-0.0074,-0.0045,-0.0128,-0.0297,0.0018
,PUR,0.0011,0.004,-0.0071,0.0158,-0.0133,-0.0038,-0.0045,-0.0126,-0.0432,-0.0313
,PUR,-0.0007,0.0048,-0.0068,0.0111,-0.0149,-0.0038,-0.004,-0.0138,-0.0273,0.0059
,PUR,0.0055,0.0064,-0.008,0.0099,-0.0197,-0.0058,-0.0058,-0.0128,-0.0296,0.0106
,PUR,0.0006,0.003,-0.0064,0.018,-0.0152,-0.0085,-0.0013,-0.0112,-0.0227,-0.0026
,PUR,0.0014,0.0049,-0.0066,0.0145,-0.0139,-0.0102,0.0025,-0.0094,-0.0255,-0.0071
,PUR,0.0013,0.0034,-0.0067,0.0165,-0.0158,-0.0104,-0.0033,-0.0061,-0.0373,0.0075
,PUR,0.0008,0.0035,-0.0071,0.0136,-0.0145,-0.0065,-0.0014,-0.0109,-0.0201,0.0221
,PUR,0.0043,0.0066,-0.0059,0.0073,-0.0223,-0.0037,-0.0025,-0.0185,-0.0369,-0.0078
,PUR,0.0045,0.0031,-0.0086,0.0197,-0.0201,-0.0067,-0.0017,-0.0127,-0.0314,0.008
,PUR,0.0026,0.0036,-0.0076,0.0159,-0.0202,-0.0015,-0.0058,-0.0215,-0.025,0.0002
,PUR,0.0024,0.004,-0.0064,0.0143,-0.0131,-0.0012,-0.0069,-0.0115,-0.0286,-0.0011
